ID,SalePrice,Location
103412.000000,175000,130
103072.000000,499250,100
103178.000000,270000,130
103118.000000,310000,100
103587.000000,750000,110
103161.000000,150000,100
103637.000000,325000,100
102854.000000,750000,110
103308.000000,235000,130
103327.000000,309534,110
102828.000000,125000,101
102944.000000,153000,100
103590.000000,175000,110
103219.000000,349900,130
102839.000000,153000,100
103513.000000,220000,130
103447.000000,410000,100
103028.000000,325000,100
103051.000000,285000,100
103117.000000,200000,100
103316.000000,650000,101
103376.000000,149000,100
102953.000000,132000,100
103484.000000,600000,100
103332.000000,235000,100
102815.000000,300000,100
103363.000000,290000,130
103045.000000,290000,110
102923.000000,270000,100
103274.000000,260000,100
103380.000000,265000,100
102902.000000,146000,130
103125.000000,159900,100
102901.000000,173900,100
103436.000000,176000,100
103263.000000,197307,100
103429.000000,125000,100
103577.000000,258000,100
102957.000000,170000,120
103365.000000,325000,100
103231.000000,273500,120
103595.000000,192500,100
103504.000000,103000,101
102890.000000,149900,101
103060.000000,121000,100
102950.000000,209000,101
102821.000000,222500,101
103210.000000,250000,120
103428.000000,355000,100
103331.000000,164000,101
103031.000000,330000,120
103410.000000,355000,100
103298.000000,260000,100
103124.000000,499250,100
103600.000000,180000,130
103554.000000,170000,100
103493.000000,275000,100
103457.000000,284500,120
103328.000000,265000,100
102964.000000,240000,110
103625.000000,285000,100
102813.000000,1000000,110
103123.000000,254500,130
103193.000000,330000,100
103396.000000,200000,100
103511.000000,345000,110
103357.000000,193000,101
103648.000000,475000,110
103102.000000,211000,130
102832.000000,162000,101
102925.000000,540000,110
103052.000000,252500,100
102952.000000,215000,100
103176.000000,155000,130
103318.000000,340000,100
102887.000000,300000,130
103361.000000,250000,110
103539.000000,443000,100
103286.000000,155500,100
103137.000000,285000,100
103326.000000,235000,100
102879.000000,190000,100
103182.000000,235000,100
103423.000000,300000,110
103030.000000,165000,100
102905.000000,340000,100
103531.000000,182500,130
103635.000000,110000,110
103439.000000,310000,100
103224.000000,185000,111
103478.000000,264000,130
103453.000000,222000,100
103273.000000,131500,100
103269.000000,360000,110
103303.000000,400000,100
103334.000000,200000,111
103149.000000,145000,130
103285.000000,125000,100
103368.000000,290000,100
102941.000000,875000,100
102850.000000,219000,100
102851.000000,170000,100
102899.000000,250000,110
103420.000000,348500,100
103347.000000,95000,101
103191.000000,150000,100
103280.000000,550000,100
103575.000000,207000,100
103272.000000,455000,100
102885.000000,425000,110
103215.000000,565000,120
103576.000000,535000,100
103212.000000,330000,120
103601.000000,185000,130
102906.000000,215000,100
103103.000000,165000,111
103264.000000,185000,100
102951.000000,240000,110
102898.000000,250000,120
103444.000000,150000,100
103597.000000,395000,110
103002.000000,275000,130
103213.000000,199000,100
103612.000000,258000,100
103552.000000,190000,100
103005.000000,235000,120
103068.000000,1290000,110
102807.000000,210000,100
103471.000000,410000,101
102917.000000,145000,130
102862.000000,368000,101
103110.000000,260000,100
103211.000000,135000,100
103445.000000,200000,130
103300.000000,125000,100
102976.000000,242500,110
103006.000000,335000,100
103181.000000,156000,100
103138.000000,905000,110
103407.000000,130000,100
103080.000000,104000,130
103340.000000,167000,100
103015.000000,315000,120
103287.000000,182500,130
103399.000000,1060000,101
103443.000000,255000,100
103012.000000,260000,120
102877.000000,200000,130
103239.000000,231000,130
103583.000000,260000,110
103011.000000,265000,100
103403.000000,173900,100
103615.000000,175000,110
102846.000000,525000,100
102872.000000,190000,100
102823.000000,140000,110
103046.000000,185000,100
103171.000000,273000,120
102958.000000,125000,130
102997.000000,155000,130
103341.000000,105000,101
102834.000000,209000,101
102908.000000,280000,110
102933.000000,145000,110
103157.000000,240000,120
103459.000000,164000,101
103437.000000,153000,100
103160.000000,270000,100
103003.000000,105000,101
103122.000000,176000,100
103520.000000,215000,100
103475.000000,350000,100
103025.000000,550000,100
102827.000000,295000,100
103017.000000,150000,100
103508.000000,200000,100
103310.000000,170000,100
103524.000000,275000,130
102937.000000,157500,131
103319.000000,425000,110
103177.000000,145000,130
102840.000000,145000,130
103618.000000,98000,100
103630.000000,149000,100
103495.000000,319000,100
103262.000000,300000,130
103591.000000,210000,120
103114.000000,285000,100
103226.000000,325000,100
102948.000000,180000,100
102915.000000,220000,100
103146.000000,190500,100
103336.000000,349000,100
103228.000000,305000,130
102972.000000,355000,100
102822.000000,255000,100
103106.000000,350000,110
102867.000000,199000,100
103291.000000,348500,100
102819.000000,143000,101
103172.000000,275000,130
102809.000000,231000,130
103373.000000,323600,100
103492.000000,284500,120
103353.000000,273000,120
103069.000000,175000,130
103127.000000,390000,100
103169.000000,325000,100
103163.000000,455000,100
102965.000000,525000,100
103198.000000,156000,100
103087.000000,315000,100
103154.000000,150000,100
103432.000000,265000,100
103175.000000,260000,100
103557.000000,220000,130
103382.000000,250000,130
103627.000000,350000,100
103032.000000,190000,100
102847.000000,300000,100
103607.000000,270000,130
103306.000000,240000,120
103490.000000,165000,100
103159.000000,192500,100
103518.000000,245000,130
103251.000000,153000,100
103166.000000,137000,100
103487.000000,140000,101
103085.000000,190000,130
102817.000000,545000,100
102936.000000,570000,100
103354.000000,675000,130
103579.000000,192000,100
103304.000000,180000,101
103010.000000,170000,100
103346.000000,474000,110
103477.000000,260000,110
103062.000000,285000,100
102928.000000,117000,100
102946.000000,285000,100
103646.000000,537500,100
102970.000000,380000,110
103640.000000,144000,100
103522.000000,498500,100
103356.000000,238000,101
103311.000000,545000,100
103258.000000,143000,101
103197.000000,281915,100
102992.000000,105000,101
103335.000000,500000,130
102998.000000,440000,110
103502.000000,359850,100
102843.000000,192000,100
102860.000000,237500,110
103613.000000,400000,110
102825.000000,200000,130
103235.000000,245000,130
103647.000000,105000,101
103550.000000,582000,120
103505.000000,260000,130
103234.000000,130000,100
102980.000000,230000,100
103386.000000,315000,100
103530.000000,200000,100
103295.000000,295000,100
103090.000000,215000,120
103645.000000,275000,130
103107.000000,190000,100
102829.000000,264000,130
102897.000000,179000,130
103517.000000,2095000,101
103469.000000,299000,101
102924.000000,195000,100
103466.000000,250000,130
103558.000000,103000,101
103496.000000,370000,110
103468.000000,365000,110
103422.000000,200000,111
103375.000000,275000,100
102991.000000,275000,130
103421.000000,475000,110
103276.000000,135000,130
102955.000000,250000,100
103416.000000,385000,120
103634.000000,140000,100
103374.000000,121000,100
102989.000000,325000,100
103164.000000,260000,120
102945.000000,150000,100
102869.000000,275000,111
103394.000000,195000,100
103415.000000,299500,100
102962.000000,260000,101
103479.000000,328000,100
103121.000000,565000,100
102831.000000,135000,100
102878.000000,285000,100
103249.000000,430000,121
103442.000000,145000,100
103281.000000,229500,100
103452.000000,193000,101
103623.000000,650000,391
103476.000000,162000,101
103204.000000,300000,100
103021.000000,250000,120
103230.000000,282000,130
102968.000000,170000,120
103265.000000,145000,100
103112.000000,275000,130
102824.000000,106300,130
103434.000000,195000,100
103185.000000,325000,100
102919.000000,259000,100
103343.000000,360000,110
103603.000000,110000,100
103391.000000,180000,100
104394.000000,180000,100
104519.000000,335000,100
104271.000000,193000,101
103810.000000,328000,100
103914.000000,170000,100
104007.000000,650000,110
104357.000000,285000,100
104617.000000,105000,101
104171.000000,200000,100
104296.000000,210000,100
104466.000000,250000,130
104071.000000,149900,101
104388.000000,125000,100
104026.000000,98000,100
104579.000000,175000,130
103981.000000,270000,130
104445.000000,240000,120
104028.000000,150000,100
104172.000000,165000,111
104035.000000,240000,110
104019.000000,160000,120
104103.000000,440000,110
103835.000000,155500,100
104322.000000,137000,100
104137.000000,156000,100
104626.000000,185000,100
104068.000000,195000,100
104291.000000,106300,130
104089.000000,190000,130
103861.000000,319000,100
104238.000000,193000,101
104606.000000,355000,100
104602.000000,155000,130
104134.000000,170000,120
104224.000000,380000,110
104441.000000,750000,110
103807.000000,525000,100
104115.000000,625000,100
104601.000000,240000,120
104425.000000,235000,100
104153.000000,197307,100
104433.000000,275000,130
104364.000000,525000,100
104066.000000,350000,100
103832.000000,285000,100
104587.000000,285000,100
104190.000000,305000,130
104094.000000,349900,130
103919.000000,575000,120
104485.000000,190000,100
103893.000000,240000,120
104331.000000,443000,100
104454.000000,330000,120
104532.000000,265000,100
104449.000000,149000,100
104590.000000,290000,110
103904.000000,146000,130
103872.000000,390000,100
104354.000000,175000,130
104413.000000,270000,100
104003.000000,545000,100
104468.000000,325000,100
104096.000000,273000,120
104505.000000,300000,100
104270.000000,170000,100
104139.000000,299500,100
104396.000000,231000,130
103833.000000,275000,100
104367.000000,192000,100
103951.000000,300000,110
104568.000000,180000,130
103917.000000,295000,100
103945.000000,145000,130
104118.000000,275000,130
103918.000000,284500,120
104111.000000,378000,100
104508.000000,220000,100
104586.000000,176000,100
104379.000000,110000,100
104278.000000,355000,100
103809.000000,105000,101
104101.000000,182500,130
104327.000000,368000,101
103964.000000,290000,100
104215.000000,349000,100
104343.000000,500000,110
104544.000000,220000,111
104464.000000,400000,110
104300.000000,215000,100
104439.000000,250000,120
103873.000000,245000,100
104285.000000,146000,130
104409.000000,145000,100
104401.000000,290000,130
104029.000000,165000,111
104376.000000,319000,100
104298.000000,350000,110
104597.000000,305000,130
104436.000000,430000,121
104552.000000,238000,101
104604.000000,165000,100
104366.000000,190000,100
104292.000000,455000,100
103806.000000,260000,100
104341.000000,325000,100
104112.000000,164000,101
104189.000000,153000,100
104282.000000,280000,110
103949.000000,150876,100
104560.000000,540000,110
104183.000000,153000,100
104476.000000,235000,100
104479.000000,400000,100
103847.000000,211000,130
103969.000000,425000,100
104198.000000,162000,101
104319.000000,245000,130
104547.000000,1060000,101
104480.000000,410000,101
104623.000000,222000,100
103930.000000,200000,130
104170.000000,195000,100
104399.000000,499250,100
104253.000000,162000,101
103928.000000,237500,110
104280.000000,250000,130
104472.000000,150000,100
103881.000000,132000,100
104157.000000,235000,130
104237.000000,255000,100
104000.000000,150000,110
104550.000000,252500,100
104492.000000,275000,130
104361.000000,350000,120
104051.000000,220000,130
104307.000000,98000,100
104043.000000,498500,100
103921.000000,209000,101
103850.000000,260000,130
104199.000000,199000,100
103830.000000,150000,100
104132.000000,455000,100
104160.000000,275000,130
103999.000000,275000,100
103960.000000,287500,100
104250.000000,325000,100
104076.000000,1000000,110
104186.000000,150000,100
104025.000000,170000,100
104562.000000,315000,100
104024.000000,320000,110
104360.000000,215000,120
104021.000000,264000,130
104398.000000,170000,100
103836.000000,215000,100
104461.000000,145000,130
104194.000000,219000,100
104128.000000,300000,130
104225.000000,150000,100
103834.000000,130000,100
104572.000000,260000,100
104570.000000,185000,101
104318.000000,145000,100
104500.000000,275000,111
103967.000000,145000,130
104609.000000,135000,130
104169.000000,190000,100
104543.000000,570000,100
104553.000000,190000,100
103860.000000,185000,130
104055.000000,330000,100
103862.000000,200000,111
104625.000000,260000,101
103900.000000,235000,120
103956.000000,420000,111
103854.000000,104000,130
103908.000000,325000,100
104383.000000,340000,100
103940.000000,600000,100
104133.000000,260000,101
104267.000000,176000,100
104218.000000,220000,100
104516.000000,258000,100
103998.000000,425000,110
103829.000000,190000,100
104231.000000,145000,130
103869.000000,273500,120
104559.000000,245000,130
104408.000000,260000,110
104395.000000,475000,110
104063.000000,199000,100
104381.000000,260000,120
104403.000000,290000,100
104216.000000,425000,110
104092.000000,299500,100
104565.000000,323600,100
103863.000000,140000,110
104481.000000,570000,100
104085.000000,245000,130
104411.000000,144000,100
103851.000000,110000,110
103966.000000,173900,100
104457.000000,475000,110
104541.000000,155000,130
104281.000000,355000,100
103874.000000,153000,100
104274.000000,950000,110
103959.000000,325000,100
104531.000000,103000,101
103892.000000,255000,100
104245.000000,179000,130
104484.000000,550000,100
104038.000000,235000,100
103931.000000,230000,100
104106.000000,385000,120
103814.000000,180000,100
104286.000000,131500,100
104188.000000,565000,120
104521.000000,250000,100
104002.000000,103000,101
104212.000000,370000,110
104205.000000,499250,100
104574.000000,156000,100
104467.000000,295000,100
104447.000000,300000,100
104459.000000,190000,100
104057.000000,135000,100
104577.000000,185000,130
103885.000000,535000,100
104317.000000,185000,100
104080.000000,125000,101
103889.000000,565000,100
103903.000000,315000,100
104470.000000,905000,110
104308.000000,260000,100
104584.000000,330000,100
104490.000000,195000,100
103935.000000,150000,100
103856.000000,130000,100
104097.000000,190000,100
104014.000000,121000,100
104362.000000,117000,100
104328.000000,254500,130
104482.000000,545000,100
103984.000000,242500,110
103924.000000,582000,120
103844.000000,210000,120
103813.000000,325000,100
104098.000000,265000,100
104507.000000,137000,100
104119.000000,170000,100
103867.000000,270000,100
104389.000000,395000,110
103910.000000,185000,111
103846.000000,380000,110
104113.000000,182500,130
104200.000000,147000,100
104460.000000,260000,100
104020.000000,220000,130
104276.000000,330000,120
104530.000000,2095000,101
103961.000000,175000,110
104438.000000,359850,100
103974.000000,315000,120
104345.000000,750000,110
104221.000000,440000,110
103820.000000,140000,101
104600.000000,250000,120
104405.000000,215000,100
104406.000000,355000,100
104384.000000,125000,100
104288.000000,170000,120
103911.000000,345000,110
104161.000000,185000,100
104370.000000,260000,120
104529.000000,245000,100
104622.000000,143000,101
104123.000000,285000,100
104135.000000,180000,130
104145.000000,105000,101
104067.000000,250000,110
104227.000000,295000,100
104326.000000,173900,100
104453.000000,265000,100
104486.000000,309534,110
104219.000000,250000,120
104117.000000,140000,100
104203.000000,285000,100
103916.000000,207000,100
104039.000000,299000,101
104086.000000,235000,100
104230.000000,190500,100
103979.000000,410000,101
103975.000000,180000,100
103988.000000,235000,100
104392.000000,275000,100
104168.000000,310000,100
104535.000000,447000,100
104475.000000,275000,130
103827.000000,360000,110
103839.000000,281915,100
103845.000000,200000,100
104120.000000,145000,110
104607.000000,75000,100
104093.000000,95000,101
103864.000000,275000,100
104478.000000,252500,100
104603.000000,159900,100
103882.000000,125000,130
104520.000000,365000,110
104368.000000,258000,100
104619.000000,328000,100
104437.000000,350000,100
104082.000000,105000,101
103971.000000,545000,100
104566.000000,197307,100
104048.000000,323600,100
103837.000000,281915,100
104563.000000,350000,100
104105.000000,300000,100
103897.000000,192500,100
104569.000000,550000,100
103894.000000,285000,100
104567.000000,165000,100
104060.000000,153000,100
104596.000000,222500,101
104315.000000,175000,110
104121.000000,145000,100
104010.000000,180000,101
104612.000000,121000,100
104311.000000,200000,130
104127.000000,192500,100
104304.000000,170000,100
104491.000000,275000,130
104110.000000,475000,110
104184.000000,149000,100
104316.000000,245000,130
104534.000000,105000,101
104013.000000,195000,100
103942.000000,110000,100
104099.000000,1290000,110
104126.000000,229500,100
104302.000000,537500,100
104193.000000,325000,100
104246.000000,365000,110
104592.000000,150000,100
104347.000000,157500,131
104252.000000,675000,130
104576.000000,290000,110
104518.000000,410000,100
104528.000000,284500,120
104079.000000,164000,101
104228.000000,325000,100
104269.000000,200000,100
104320.000000,135000,100
104202.000000,1000000,110
103818.000000,320000,110
104628.000000,315000,120
104192.000000,275000,100
104336.000000,150000,100
104310.000000,209000,101
103825.000000,200000,100
104629.000000,140000,110
104289.000000,240000,110
103983.000000,455000,100
104069.000000,230000,100
104554.000000,264000,130
104084.000000,345000,110
103991.000000,150000,100
104605.000000,167000,100
104595.000000,250000,110
103816.000000,260000,100
104049.000000,475000,110
104542.000000,250000,120
104229.000000,190000,100
104633.000000,650000,101
104243.000000,280000,110
104502.000000,265000,100
104083.000000,285000,100
104305.000000,348500,100
104244.000000,340000,100
103946.000000,650000,391
103886.000000,200000,130
103817.000000,180000,100
103876.000000,242500,110
104458.000000,222500,101
104483.000000,310000,100
104451.000000,285000,100
104065.000000,231000,130
104412.000000,235000,120
103811.000000,200000,120
103932.000000,215000,100
104012.000000,161000,100
104209.000000,282000,130
104309.000000,132000,100
103848.000000,215000,120
104034.000000,192000,100
104204.000000,215000,100
104426.000000,250000,120
103899.000000,143000,101
104422.000000,260000,110
104495.000000,288500,100
103943.000000,305000,130
104176.000000,474000,110
104147.000000,190000,100
104178.000000,875000,100
104598.000000,235000,100
104017.000000,195000,100
103891.000000,259000,100
103865.000000,360000,110
104539.000000,500000,130
104251.000000,348500,100
104393.000000,270000,130
104571.000000,125000,100
104293.000000,273000,120
104346.000000,265000,100
104260.000000,210000,100
104140.000000,300000,130
103977.000000,200000,111
