ID,Income,AppliedOnline,Residence,Yrs at Current Address,Yrs with Current Employer,Number of Cards,Creditcard Debt,Loans,Loan Amount
100369.000000,43322.000000,"YES","Private Renting",15.000000,6.000000,2.000000,218.000000,1.000000,6940.000000
100373.000000,49678.000000,"YES","Owner Occupier",11.000000,8.000000,2.000000,564.000000,0.000000,7195.000000
100374.000000,56849.000000,"YES","Owner Occupier",4.000000,4.000000,1.000000,117.000000,1.000000,5725.000000
100375.000000,50808.000000,"NO","Private Renting",19.000000,18.000000,2.000000,457.000000,0.000000,7775.000000
100376.000000,58505.000000,"YES","Owner Occupier",11.000000,9.000000,2.000000,668.000000,0.000000,5370.000000
100377.000000,51945.000000,"NO","Public Housing",19.000000,0.000000,1.000000,25.000000,1.000000,7480.000000
100378.000000,49075.000000,"NO","Owner Occupier",7.000000,16.000000,2.000000,133.000000,0.000000,4900.000000
100379.000000,56087.000000,"YES","Private Renting",14.000000,16.000000,2.000000,1386.000000,1.000000,9100.000000
100381.000000,53115.000000,"YES","Owner Occupier",12.000000,1.000000,2.000000,674.000000,0.000000,10455.000000
100382.000000,49008.000000,"YES","Private Renting",10.000000,16.000000,2.000000,216.000000,0.000000,10910.000000
100383.000000,54013.000000,"YES","Private Renting",9.000000,4.000000,1.000000,996.000000,0.000000,11105.000000
100384.000000,53195.000000,"NO","Owner Occupier",8.000000,31.000000,2.000000,7757.000000,1.000000,13645.000000
100385.000000,52896.000000,"YES","Owner Occupier",19.000000,6.000000,2.000000,1655.000000,1.000000,8975.000000
100386.000000,54603.000000,"NO","Owner Occupier",8.000000,30.000000,2.000000,1562.000000,1.000000,7760.000000
100388.000000,48511.000000,"NO","Owner Occupier",21.000000,25.000000,1.000000,793.000000,0.000000,9550.000000
100389.000000,59036.000000,"YES","Owner Occupier",7.000000,6.000000,1.000000,495.000000,1.000000,8915.000000
100390.000000,53559.000000,"YES","Owner Occupier",7.000000,19.000000,2.000000,2646.000000,0.000000,10105.000000
100394.000000,44997.000000,"NO","Public Housing",6.000000,18.000000,1.000000,1238.000000,1.000000,8070.000000
100396.000000,44442.000000,"YES","Private Renting",12.000000,16.000000,1.000000,578.000000,0.000000,7600.000000
100398.000000,44187.000000,"YES","Owner Occupier",19.000000,3.000000,1.000000,693.000000,0.000000,9310.000000
100399.000000,44617.000000,"NO","Owner Occupier",4.000000,10.000000,2.000000,154.000000,1.000000,925.000000
100402.000000,44684.000000,"YES","Owner Occupier",6.000000,9.000000,1.000000,194.000000,1.000000,3965.000000
100403.000000,44831.000000,"YES","Owner Occupier",15.000000,2.000000,1.000000,1597.000000,1.000000,8790.000000
100405.000000,43482.000000,"YES","Owner Occupier",4.000000,1.000000,1.000000,361.000000,1.000000,8375.000000
100407.000000,43989.000000,"YES","Owner Occupier",8.000000,10.000000,1.000000,30.000000,1.000000,5805.000000
100409.000000,43957.000000,"NO","Public Housing",18.000000,13.000000,2.000000,286.000000,1.000000,7810.000000
100411.000000,47833.000000,"YES","Owner Occupier",9.000000,6.000000,1.000000,854.000000,0.000000,12920.000000
100412.000000,56891.000000,"NO","Owner Occupier",26.000000,1.000000,1.000000,1543.000000,1.000000,5545.000000
100414.000000,58026.000000,"YES","Living with parents/guardian",17.000000,13.000000,1.000000,6156.000000,0.000000,15905.000000
100415.000000,53791.000000,"YES","Owner Occupier",1.000000,15.000000,1.000000,1844.000000,1.000000,11855.000000
100416.000000,59463.000000,"NO","Owner Occupier",2.000000,9.000000,2.000000,1298.000000,1.000000,4765.000000
100417.000000,44159.000000,"YES","Public Housing",6.000000,4.000000,1.000000,1110.000000,0.000000,7735.000000
100418.000000,59508.000000,"YES","Owner Occupier",2.000000,19.000000,1.000000,3671.000000,1.000000,10595.000000
100419.000000,51219.000000,"YES","Private Renting",14.000000,15.000000,2.000000,1292.000000,1.000000,7005.000000
100421.000000,56486.000000,"YES","Owner Occupier",5.000000,11.000000,1.000000,696.000000,1.000000,4240.000000
100422.000000,47623.000000,"NO","Private Renting",23.000000,7.000000,1.000000,784.000000,1.000000,8630.000000
100423.000000,49007.000000,"NO","Living with parents/guardian",14.000000,18.000000,1.000000,13360.000000,0.000000,24375.000000
100424.000000,43895.000000,"YES","Owner Occupier",7.000000,18.000000,1.000000,446.000000,1.000000,9085.000000
100425.000000,55497.000000,"YES","Owner Occupier",7.000000,3.000000,1.000000,637.000000,1.000000,8980.000000
100430.000000,45066.000000,"YES","Private Renting",16.000000,15.000000,1.000000,860.000000,1.000000,6605.000000
100432.000000,44202.000000,"NO","Owner Occupier",1.000000,23.000000,2.000000,2611.000000,0.000000,12915.000000
100436.000000,45518.000000,"YES","Private Renting",17.000000,22.000000,1.000000,8231.000000,1.000000,16485.000000
100439.000000,43890.000000,"YES","Owner Occupier",19.000000,18.000000,2.000000,505.000000,1.000000,6960.000000
100440.000000,44772.000000,"YES","Owner Occupier",9.000000,6.000000,1.000000,469.000000,0.000000,7950.000000
100442.000000,44271.000000,"YES","Private Renting",17.000000,20.000000,1.000000,284.000000,1.000000,6185.000000
100443.000000,43874.000000,"NO","Owner Occupier",18.000000,0.000000,2.000000,1320.000000,1.000000,10295.000000
100444.000000,43888.000000,"YES","Owner Occupier",16.000000,21.000000,1.000000,3820.000000,1.000000,7240.000000
100445.000000,44194.000000,"YES","Private Renting",16.000000,2.000000,2.000000,1007.000000,1.000000,8550.000000
100448.000000,53201.000000,"NO","Owner Occupier",18.000000,29.000000,1.000000,17134.000000,0.000000,16275.000000
100449.000000,45238.000000,"YES","Owner Occupier",9.000000,6.000000,2.000000,326.000000,1.000000,5515.000000
100450.000000,54673.000000,"YES","Owner Occupier",15.000000,22.000000,2.000000,3086.000000,1.000000,11875.000000
100451.000000,46949.000000,"YES","Public Housing",0.000000,2.000000,2.000000,1634.000000,1.000000,9720.000000
100452.000000,57689.000000,"NO","Owner Occupier",25.000000,19.000000,1.000000,331.000000,1.000000,9915.000000
100453.000000,45869.000000,"YES","Private Renting",21.000000,8.000000,2.000000,71.000000,1.000000,9240.000000
100454.000000,43799.000000,"YES","Private Renting",11.000000,4.000000,1.000000,145.000000,0.000000,8810.000000
100456.000000,47026.000000,"NO","Private Renting",23.000000,18.000000,2.000000,1368.000000,0.000000,6955.000000
100458.000000,46645.000000,"NO","Owner Occupier",19.000000,4.000000,1.000000,884.000000,0.000000,6045.000000
100465.000000,44048.000000,"NO","Owner Occupier",0.000000,6.000000,1.000000,222.000000,0.000000,10155.000000
100468.000000,45970.000000,"NO","Owner Occupier",11.000000,7.000000,1.000000,579.000000,0.000000,9280.000000
100470.000000,45949.000000,"NO","Private Renting",17.000000,7.000000,1.000000,3865.000000,0.000000,13010.000000
100472.000000,45659.000000,"YES","Public Housing",12.000000,17.000000,1.000000,9466.000000,1.000000,17050.000000
100473.000000,43750.000000,"NO","Private Renting",13.000000,6.000000,1.000000,988.000000,1.000000,7060.000000
100476.000000,44318.000000,"YES","Owner Occupier",8.000000,19.000000,1.000000,2096.000000,0.000000,9240.000000
100477.000000,43761.000000,"NO","Owner Occupier",10.000000,6.000000,1.000000,1418.000000,0.000000,11245.000000
100485.000000,45673.000000,"YES","Owner Occupier",22.000000,16.000000,1.000000,359.000000,0.000000,6670.000000
100486.000000,54938.000000,"NO","Owner Occupier",5.000000,15.000000,2.000000,268.000000,0.000000,8225.000000
100487.000000,49409.000000,"YES","Owner Occupier",11.000000,12.000000,2.000000,107.000000,1.000000,9745.000000
100488.000000,54021.000000,"YES","Owner Occupier",2.000000,4.000000,1.000000,101.000000,1.000000,12230.000000
100489.000000,48084.000000,"YES","Owner Occupier",10.000000,3.000000,2.000000,555.000000,1.000000,10500.000000
100490.000000,50799.000000,"YES","Owner Occupier",22.000000,19.000000,2.000000,1919.000000,0.000000,6020.000000
100491.000000,46785.000000,"YES","Private Renting",14.000000,4.000000,1.000000,1227.000000,1.000000,6510.000000
100492.000000,53365.000000,"YES","Owner Occupier",21.000000,26.000000,1.000000,3819.000000,0.000000,10250.000000
100493.000000,50515.000000,"NO","Owner Occupier",3.000000,5.000000,1.000000,1642.000000,1.000000,12725.000000
100494.000000,55421.000000,"NO","Owner Occupier",11.000000,3.000000,2.000000,1169.000000,0.000000,10715.000000
100495.000000,47734.000000,"YES","Sheltered",23.000000,6.000000,2.000000,2631.000000,1.000000,14355.000000
100496.000000,44449.000000,"YES","Private Renting",9.000000,16.000000,1.000000,4168.000000,0.000000,8450.000000
100497.000000,55777.000000,"YES","Private Renting",1.000000,11.000000,2.000000,453.000000,0.000000,6215.000000
100499.000000,47422.000000,"YES","Owner Occupier",11.000000,12.000000,2.000000,2010.000000,1.000000,12315.000000
100500.000000,50302.000000,"YES","Owner Occupier",20.000000,9.000000,2.000000,455.000000,0.000000,10490.000000
100503.000000,44095.000000,"YES","Private Renting",13.000000,4.000000,1.000000,368.000000,0.000000,8730.000000
100505.000000,45153.000000,"NO","Owner Occupier",2.000000,13.000000,2.000000,804.000000,1.000000,8900.000000
100506.000000,43820.000000,"NO","Owner Occupier",3.000000,3.000000,2.000000,230.000000,0.000000,12095.000000
100507.000000,43633.000000,"YES","Public Housing",14.000000,16.000000,1.000000,6100.000000,0.000000,7330.000000
100510.000000,43976.000000,"NO","Public Housing",18.000000,12.000000,2.000000,745.000000,0.000000,5145.000000
100511.000000,43835.000000,"YES","Owner Occupier",3.000000,1.000000,2.000000,1501.000000,1.000000,12220.000000
100512.000000,45621.000000,"YES","Owner Occupier",1.000000,19.000000,1.000000,1878.000000,0.000000,9260.000000
100516.000000,45849.000000,"NO","Living with parents/guardian",13.000000,9.000000,2.000000,364.000000,1.000000,12210.000000
100519.000000,43408.000000,"YES","Owner Occupier",10.000000,4.000000,2.000000,1106.000000,0.000000,10605.000000
100521.000000,44394.000000,"NO","Owner Occupier",20.000000,17.000000,1.000000,2041.000000,0.000000,10100.000000
100522.000000,43982.000000,"YES","Owner Occupier",13.000000,11.000000,2.000000,1055.000000,0.000000,9405.000000
100523.000000,44936.000000,"YES","Owner Occupier",1.000000,22.000000,1.000000,4502.000000,0.000000,11015.000000
100524.000000,57004.000000,"YES","Private Renting",14.000000,31.000000,1.000000,3561.000000,0.000000,6720.000000
100526.000000,52545.000000,"YES","Owner Occupier",25.000000,14.000000,1.000000,1125.000000,0.000000,8060.000000
100527.000000,48061.000000,"YES","Private Renting",3.000000,5.000000,2.000000,296.000000,0.000000,9680.000000
100529.000000,50075.000000,"YES","Private Renting",4.000000,18.000000,2.000000,3768.000000,0.000000,6095.000000
100530.000000,43303.000000,"YES","Owner Occupier",2.000000,7.000000,2.000000,866.000000,1.000000,10220.000000
100531.000000,45159.000000,"NO","Owner Occupier",6.000000,12.000000,1.000000,2310.000000,0.000000,12065.000000
100532.000000,48931.000000,"YES","Owner Occupier",11.000000,19.000000,2.000000,652.000000,0.000000,7795.000000
100533.000000,44363.000000,"YES","Owner Occupier",5.000000,19.000000,1.000000,1609.000000,1.000000,7325.000000
100534.000000,44413.000000,"YES","Private Renting",13.000000,16.000000,2.000000,885.000000,0.000000,4665.000000
100535.000000,49988.000000,"YES","Private Renting",14.000000,21.000000,2.000000,2660.000000,0.000000,9645.000000
100536.000000,45450.000000,"YES","Owner Occupier",15.000000,24.000000,1.000000,4217.000000,0.000000,8040.000000
100537.000000,45081.000000,"NO","Owner Occupier",14.000000,15.000000,2.000000,713.000000,1.000000,8430.000000
100539.000000,47470.000000,"NO","Private Renting",9.000000,12.000000,1.000000,2111.000000,0.000000,9255.000000
100548.000000,44272.000000,"YES","Owner Occupier",12.000000,20.000000,1.000000,645.000000,1.000000,10095.000000
100549.000000,44460.000000,"YES","Owner Occupier",4.000000,16.000000,1.000000,3467.000000,1.000000,9290.000000
100551.000000,43707.000000,"YES","Owner Occupier",8.000000,9.000000,1.000000,1131.000000,0.000000,9365.000000
100558.000000,45419.000000,"YES","Private Renting",1.000000,2.000000,2.000000,231.000000,0.000000,9200.000000
100561.000000,45721.000000,"YES","Living with parents/guardian",3.000000,14.000000,1.000000,294.000000,1.000000,7925.000000
100562.000000,45103.000000,"NO","Owner Occupier",21.000000,14.000000,1.000000,2327.000000,1.000000,5575.000000
100563.000000,55112.000000,"YES","Living with parents/guardian",10.000000,14.000000,2.000000,4113.000000,1.000000,14510.000000
100565.000000,46823.000000,"YES","Private Renting",22.000000,2.000000,1.000000,94.000000,1.000000,6575.000000
100566.000000,56590.000000,"YES","Owner Occupier",27.000000,8.000000,2.000000,332.000000,0.000000,6605.000000
100567.000000,57683.000000,"YES","Owner Occupier",14.000000,24.000000,1.000000,3275.000000,1.000000,10185.000000
100568.000000,55752.000000,"YES","Owner Occupier",5.000000,11.000000,2.000000,2048.000000,1.000000,6685.000000
100569.000000,46168.000000,"YES","Private Renting",0.000000,6.000000,1.000000,3762.000000,1.000000,12520.000000
100570.000000,55565.000000,"NO","Owner Occupier",23.000000,0.000000,2.000000,2219.000000,0.000000,11885.000000
100571.000000,50076.000000,"YES","Private Renting",0.000000,17.000000,1.000000,460.000000,1.000000,9385.000000
100578.000000,45750.000000,"YES","Public Housing",13.000000,13.000000,1.000000,1930.000000,1.000000,11355.000000
100579.000000,45904.000000,"YES","Owner Occupier",22.000000,7.000000,1.000000,60.000000,0.000000,4850.000000
100580.000000,44477.000000,"NO","Private Renting",19.000000,15.000000,1.000000,351.000000,0.000000,8290.000000
100581.000000,45841.000000,"NO","Public Housing",11.000000,12.000000,2.000000,4159.000000,0.000000,13350.000000
100585.000000,44010.000000,"YES","Private Renting",4.000000,7.000000,2.000000,542.000000,1.000000,10180.000000
100586.000000,44378.000000,"YES","Private Renting",9.000000,18.000000,2.000000,306.000000,0.000000,7445.000000
100587.000000,45246.000000,"NO","Living with parents/guardian",6.000000,5.000000,1.000000,737.000000,1.000000,5300.000000
100588.000000,45266.000000,"NO","Public Housing",3.000000,5.000000,1.000000,6805.000000,0.000000,21360.000000
100589.000000,43362.000000,"YES","Owner Occupier",15.000000,4.000000,2.000000,434.000000,1.000000,4320.000000
100590.000000,59393.000000,"NO","Owner Occupier",34.000000,18.000000,2.000000,2746.000000,0.000000,6845.000000
100591.000000,56523.000000,"YES","Public Housing",20.000000,10.000000,1.000000,2066.000000,0.000000,9340.000000
100592.000000,55390.000000,"NO","Living with parents/guardian",23.000000,3.000000,1.000000,812.000000,0.000000,7180.000000
100593.000000,50445.000000,"YES","Public Housing",10.000000,8.000000,1.000000,237.000000,1.000000,9310.000000
100594.000000,49529.000000,"YES","Owner Occupier",9.000000,10.000000,1.000000,342.000000,0.000000,7995.000000
100595.000000,47161.000000,"YES","Public Housing",0.000000,13.000000,2.000000,1096.000000,1.000000,4855.000000
100596.000000,47019.000000,"NO","Private Renting",11.000000,21.000000,1.000000,1138.000000,1.000000,8645.000000
100597.000000,53731.000000,"NO","Public Housing",26.000000,16.000000,2.000000,13160.000000,1.000000,17985.000000
100598.000000,43514.000000,"YES","Private Renting",17.000000,0.000000,2.000000,274.000000,0.000000,3425.000000
100599.000000,52495.000000,"NO","Owner Occupier",18.000000,16.000000,2.000000,2527.000000,1.000000,10375.000000
100600.000000,45537.000000,"YES","Private Renting",22.000000,21.000000,2.000000,2698.000000,1.000000,8885.000000
100601.000000,55215.000000,"YES","Private Renting",1.000000,6.000000,2.000000,1930.000000,0.000000,9820.000000
100602.000000,44892.000000,"YES","Private Renting",12.000000,2.000000,2.000000,3337.000000,0.000000,11195.000000
100603.000000,52173.000000,"YES","Public Housing",4.000000,22.000000,2.000000,689.000000,0.000000,9720.000000
100604.000000,49407.000000,"NO","Owner Occupier",23.000000,13.000000,2.000000,1793.000000,0.000000,8950.000000
100605.000000,49415.000000,"YES","Owner Occupier",17.000000,11.000000,1.000000,150.000000,0.000000,6485.000000
100614.000000,43622.000000,"YES","Owner Occupier",8.000000,18.000000,1.000000,3828.000000,1.000000,5625.000000
100615.000000,44298.000000,"NO","Owner Occupier",16.000000,19.000000,2.000000,763.000000,0.000000,8410.000000
100618.000000,45463.000000,"YES","Owner Occupier",2.000000,23.000000,2.000000,478.000000,1.000000,13350.000000
100620.000000,44705.000000,"YES","Owner Occupier",0.000000,8.000000,1.000000,230.000000,0.000000,5720.000000
100621.000000,50621.000000,"NO","Owner Occupier",24.000000,22.000000,2.000000,1047.000000,0.000000,9940.000000
100622.000000,49600.000000,"YES","Private Renting",5.000000,9.000000,2.000000,3366.000000,1.000000,9065.000000
100623.000000,48599.000000,"YES","Owner Occupier",16.000000,25.000000,1.000000,1363.000000,1.000000,9385.000000
100624.000000,43677.000000,"YES","Sheltered",16.000000,9.000000,1.000000,740.000000,0.000000,10915.000000
100625.000000,45993.000000,"NO","Public Housing",6.000000,7.000000,2.000000,311.000000,0.000000,8670.000000
100626.000000,52887.000000,"YES","Public Housing",10.000000,9.000000,2.000000,1339.000000,0.000000,8560.000000
100627.000000,44671.000000,"YES","Private Renting",16.000000,9.000000,2.000000,3971.000000,1.000000,12050.000000
100628.000000,50199.000000,"YES","Private Renting",5.000000,12.000000,1.000000,1230.000000,0.000000,10070.000000
100629.000000,54671.000000,"YES","Owner Occupier",25.000000,28.000000,2.000000,3612.000000,0.000000,8610.000000
100630.000000,53180.000000,"YES","Owner Occupier",9.000000,31.000000,2.000000,11860.000000,0.000000,16335.000000
100633.000000,43120.000000,"YES","Public Housing",4.000000,10.000000,1.000000,801.000000,1.000000,6220.000000
100635.000000,44039.000000,"YES","Owner Occupier",17.000000,6.000000,2.000000,109.000000,1.000000,6590.000000
100640.000000,43293.000000,"NO","Private Renting",16.000000,7.000000,1.000000,2207.000000,1.000000,8450.000000
100641.000000,44534.000000,"NO","Owner Occupier",9.000000,13.000000,2.000000,805.000000,0.000000,8775.000000
100642.000000,43739.000000,"NO","Owner Occupier",3.000000,7.000000,1.000000,2247.000000,1.000000,10275.000000
100645.000000,43648.000000,"NO","Owner Occupier",14.000000,12.000000,1.000000,2496.000000,1.000000,6095.000000
100650.000000,45283.000000,"NO","Public Housing",15.000000,3.000000,1.000000,1460.000000,1.000000,13075.000000
100657.000000,59276.000000,"YES","Public Housing",20.000000,21.000000,2.000000,8000.000000,1.000000,8265.000000
100660.000000,49850.000000,"YES","Living with parents/guardian",5.000000,1.000000,2.000000,1265.000000,1.000000,4535.000000
100661.000000,47568.000000,"YES","Private Renting",5.000000,11.000000,2.000000,2391.000000,1.000000,12965.000000
100662.000000,50833.000000,"YES","Public Housing",21.000000,16.000000,1.000000,760.000000,1.000000,11585.000000
100664.000000,50631.000000,"YES","Private Renting",26.000000,21.000000,2.000000,2132.000000,0.000000,3110.000000
100665.000000,57520.000000,"YES","Private Renting",25.000000,19.000000,1.000000,890.000000,0.000000,11950.000000
100666.000000,59179.000000,"YES","Living with parents/guardian",29.000000,5.000000,1.000000,5780.000000,1.000000,11885.000000
100668.000000,59692.000000,"NO","Owner Occupier",11.000000,3.000000,1.000000,469.000000,0.000000,10100.000000
100670.000000,56470.000000,"YES","Private Renting",31.000000,15.000000,2.000000,390.000000,0.000000,7055.000000
100671.000000,51859.000000,"YES","Private Renting",19.000000,2.000000,2.000000,369.000000,1.000000,5290.000000
100672.000000,54777.000000,"YES","Public Housing",26.000000,17.000000,2.000000,2814.000000,1.000000,10895.000000
100676.000000,44597.000000,"YES","Owner Occupier",10.000000,12.000000,2.000000,468.000000,0.000000,8630.000000
100677.000000,44728.000000,"YES","Private Renting",2.000000,7.000000,2.000000,847.000000,0.000000,11580.000000
100679.000000,45584.000000,"NO","Private Renting",2.000000,19.000000,1.000000,1256.000000,0.000000,4150.000000
100681.000000,44582.000000,"NO","Owner Occupier",1.000000,13.000000,1.000000,1581.000000,1.000000,10410.000000
100682.000000,44270.000000,"YES","Owner Occupier",3.000000,22.000000,2.000000,962.000000,1.000000,7845.000000
100683.000000,45549.000000,"NO","Owner Occupier",2.000000,21.000000,1.000000,5791.000000,0.000000,13325.000000
100684.000000,45712.000000,"YES","Owner Occupier",14.000000,15.000000,2.000000,2216.000000,0.000000,8910.000000
100688.000000,45654.000000,"YES","Public Housing",6.000000,18.000000,2.000000,5471.000000,0.000000,6915.000000
100691.000000,44898.000000,"NO","Owner Occupier",4.000000,22.000000,1.000000,527.000000,0.000000,10270.000000
100693.000000,48414.000000,"NO","Public Housing",9.000000,0.000000,2.000000,232.000000,0.000000,9240.000000
100694.000000,53307.000000,"YES","Owner Occupier",8.000000,27.000000,2.000000,1984.000000,1.000000,9475.000000
100695.000000,58878.000000,"NO","Owner Occupier",18.000000,9.000000,1.000000,1680.000000,0.000000,6165.000000
100696.000000,43977.000000,"YES","Public Housing",14.000000,12.000000,1.000000,4763.000000,1.000000,11145.000000
100697.000000,51561.000000,"NO","Public Housing",17.000000,5.000000,2.000000,3010.000000,0.000000,16630.000000
100698.000000,58785.000000,"NO","Private Renting",31.000000,16.000000,2.000000,1111.000000,0.000000,7415.000000
100700.000000,55140.000000,"NO","Owner Occupier",20.000000,13.000000,2.000000,5095.000000,0.000000,8540.000000
100701.000000,46501.000000,"YES","Private Renting",5.000000,5.000000,2.000000,327.000000,1.000000,9070.000000
100702.000000,59201.000000,"YES","Owner Occupier",12.000000,25.000000,1.000000,12164.000000,0.000000,14795.000000
100703.000000,45368.000000,"NO","Owner Occupier",4.000000,2.000000,2.000000,711.000000,1.000000,10340.000000
100704.000000,43651.000000,"YES","Private Renting",4.000000,11.000000,2.000000,527.000000,1.000000,6090.000000
100705.000000,49485.000000,"YES","Private Renting",24.000000,10.000000,1.000000,563.000000,1.000000,4455.000000
100706.000000,46965.000000,"NO","Public Housing",21.000000,0.000000,1.000000,83.000000,1.000000,4070.000000
100707.000000,46119.000000,"YES","Private Renting",1.000000,6.000000,1.000000,104.000000,0.000000,11470.000000
100715.000000,44150.000000,"YES","Owner Occupier",9.000000,4.000000,2.000000,1038.000000,1.000000,9010.000000
100716.000000,45217.000000,"NO","Owner Occupier",17.000000,8.000000,2.000000,445.000000,1.000000,11455.000000
100718.000000,45240.000000,"NO","Private Renting",12.000000,5.000000,2.000000,1320.000000,1.000000,5840.000000
100720.000000,44682.000000,"YES","Private Renting",12.000000,9.000000,1.000000,1192.000000,1.000000,7320.000000
100721.000000,43669.000000,"YES","Living with parents/guardian",18.000000,10.000000,1.000000,2518.000000,0.000000,12500.000000
100722.000000,45390.000000,"YES","Owner Occupier",3.000000,2.000000,2.000000,154.000000,0.000000,11710.000000
100724.000000,43348.000000,"NO","Sheltered",12.000000,5.000000,2.000000,608.000000,1.000000,11720.000000
100725.000000,57598.000000,"YES","Public Housing",25.000000,16.000000,1.000000,2171.000000,1.000000,5140.000000
